型号,brand,index_zol,price,OLED,IP,full_screen,screen_per,screen_size,back_cam_lst,back_cam_num,back_cam_1,back_cam_2,back_cam_3,back_cam_4,back_cam_5,front_cam_lst,front_cam_num,front_cam_1,front_cam_2,front_cam_3,front_cam_4,front_cam_5,CPU_brand,CPU,ram,rom,5G,dpi,ppi,size,device_length,device_width,device_thickness,fingerprint_type,release_date,releaseY,releaseM,wireless_charge,quick_charge,battery_vol
海尔MIX X5参数,海尔手机,335886,,,,,65.29,5.3,800万像素>普通级像素高清像素手机>,1,800,,,,,130万像素>普通级像素高像素自拍手机>,1,130,,,,,高通,高通 骁龙Snapdragon MSM8260手机性能排行>,1,4,1,960x540,208ppi,150.9x78.6x9.6mm,150.9,78.6,9.6,,2012年,2012,,,,2200
海尔K1参数,海尔手机,189370,,,,,39.08,2.6,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,,,,320x240,154ppi,103x52x17.8mm,103,52,17.8,,2009年,2009,,,,900
海尔C80参数,海尔手机,189528,,,,,,3,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,三星,三星 S3C2442手机性能排行>,,,,,,114.8x58.2x12mm,114.8,58.2,12,,2009年,2009,,,,
海尔彩多星G2000参数,海尔手机,32331,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,86×45×23mm,86,45,23,,2003年05月,2003,05,,,
海尔N60参数,海尔手机,62081,,,,,,,130万像素普通级像素高清像素手机>,1,130,,,,,,0,,,,,,,,,,,,,48*25*94mm,48,25,94,,2005年06月,2005,06,,,
海尔彩智星Z2000参数,海尔手机,32332,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,86×44×21mm,86,44,21,,2003年05月,2003,05,,,
海尔M360参数,海尔手机,218705,,,,,,1.8,,0,,,,,,,0,,,,,,,,,,,,,111.3x46.5x12.7mm,111.3,46.5,12.7,,,,,,,1000
海尔喜多星2000参数,海尔手机,32903,,,,,,,,0,,,,,,,0,,,,,,,,,,,单色屏幕720P普清（击败%手机）,,107×50×25mm,107,50,25,,2002年10月,2002,10,,,
海尔N6W参数,海尔手机,280453,,,,,,,300万像素普通级像素高清像素手机>,1,300,,,,,,0,,,,,,,,,,,480x320,,105x57x13mm,105,57,13,,2011年04月,2011,04,,,
海尔M380参数,海尔手机,300520,,,,,,,,0,,,,,,,0,,,,,,,,,,,220x176,,110x46x13mm,110,46,13,,2011年09月,2011,09,,,
海尔地文星HC2000参数,海尔手机,32915,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,82×43×21.5mm,82,43,21.5,,2002年06月,2002,06,,,
海尔天智星9000参数,海尔手机,32918,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,44.5×83.5×24mm,44.5,83.5,24,,2002年12月,2002,12,,,
海尔喜多星3000参数,海尔手机,32902,,,,,,,,0,,,,,,,0,,,,,,,,,,,112×64,,106×45×19mm,106,45,19,,2002年10月,2002,10,,,
海尔天智星8000参数,海尔手机,32917,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,84×44×23mm,84,44,23,,2002年11月,2002,11,,,
海尔天智星6000参数,海尔手机,32916,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,83.5×44.5×24mm,83.5,44.5,24,,2002年07月,2002,07,,,
海尔彩多星G1000参数,海尔手机,33085,,,,,,,,0,,,,,,,0,,,,,,,,,,,101×80,,88×44×21.5mm,88,44,21.5,,2003年07月,2003,07,,,
传音Infinix NOTE 4 Pro（移动4G）参数,传音手机,1249590,,,,,71.22,5.7,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6753更多联发科 MT6753手机>，手机性能排行>,3,32,,1920x1080,386ppi,159.6x78.8x8.3mm,159.6,78.8,8.3,,2019年>,2019,,,,4500
海尔运天星2000参数,海尔手机,32919,,,,,,,,0,,,,,,,0,,,,,,,,,,,128×128,,80×42×20mm,80,42,20,,2002年11月,2002,11,,,
传音Infinix NOTE 4（移动4G）参数,传音手机,1249529,,,,,71.49,5.7,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科,联发科 MT6753更多联发科 MT6753手机>，手机性能排行>,2,16,,1920x1080,386ppi,159x78.8x8.4mm,159,78.8,8.4,,2019年>,2019,,,1,4300
MANN 8S（全网通）参数,MANN手机,1234072,,1,IP68,,59.34,5.5,双1200万像素高清级像素高清像素手机>,1,1200,,,,,1600万像素>高清级像素高像素自拍手机>,1,1600,,,,,高通,高通 骁龙653游戏体验 轻掉帧(击败58.89%手机)手机性能排行>,6,64,,1920x1080,401ppi,168.5x83.4x14mm,168.5,83.4,14,,2018年10月,2018,10,,1,6000
传音Infinix Hot 6（移动4G）参数,传音手机,1249565,,,,,69.28,5.65,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,,,1,16,,1440x720,285ppi,157.7x75.4x7.99mm,157.7,75.4,7.99,,2019年>,2019,,,,4000
传音Infinix HOT S3（移动4G）参数,传音手机,1249577,,,,,75.23,5.7,2000万像素>高清级像素高清像素手机>,1,2000,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,高通,高通 骁龙430手机性能排行>,3,32,,1440x720,282ppi,153x72.85x8.4mm,153,72.85,8.4,,2019年>,2019,,,,4000
MANN ZUG 5S Q（高配版/全网通）参数,MANN手机,391796,,,,,,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙410（MSM8916）更多高通 骁龙410（MSM8916）手机>，手机性能排行>,3,32,,1280x720,294ppi,159x83x16mm,159,83,16,,2016年07月>,2016,07,,,4050
MANN ZUG 5参数,MANN手机,375871,,,,,55.57,5,800万像素>普通级像素高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,,,1,8,,1280x720,294ppi,155x80x15mm,155,80,15,,2014年04月,2014,04,,,2500
MANN ZUG 5S Q（旗舰版/全网通）参数,MANN手机,1169493,,,,,,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙410（MSM8916）更多高通 骁龙410（MSM8916）手机>，手机性能排行>,4,64,,1280x720,294ppi,159x83x16mm,159,83,16,,2017年04月>,2017,04,,,4050
MANN Q2 老爷子参数,MANN手机,391402,,,IP67,,16.58,1.77,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,64,,160x128,116ppi,115.5x51.5x16mm,115.5,51.5,16,,2014年11月,2014,11,,,1000
MANN ZUG S参数,MANN手机,374263,,,,,12.04,2,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,,16,,320x240,200ppi,128x59.5x22mm,128,59.5,22,,2014年11月,2014,11,,,2570
MANN ZUG 1参数,MANN手机,350261,,,,,17.39,2,200万像素普通级像素高清像素手机>,1,200,,,,,,0,,,,,,,,512,4,,320x240,200ppi,125x57x23mm,125,57,23,,2013年03月,2013,03,,,1300
MANN ZUG 5S Q（低配版/全网通）参数,MANN手机,1151235,,,,,,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙410（MSM8916）更多高通 骁龙410（MSM8916）手机>，手机性能排行>,2,16,,1280x720,294ppi,159x83x16mm,159,83,16,,2016年07月>,2016,07,,,4050
创星XS（3GB/32GB/全网通）参数,创星手机,1282990,,,,,58,3,800万像素>普通级像素高清像素手机>,1,800,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MTK6737手机性能排行>,2,16,,854x480,327ppi,91x47x9.8mm,91,47,9.8,,2019年04月,2019,04,,,1580
MANN S2参数,MANN手机,1209063,,,IP68,,21.42,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,140x59.5x16mm,140,59.5,16,,2018年03月,2018,03,,,1970
MANN ZUG 3 猎鹰参数,MANN手机,384124,,,,,44.21,4,500万像素普通级像素高清像素手机>,1,500,,,,,30万像素>普通级像素高像素自拍手机>,1,30,,,,,高通,高通 骁龙200（MSM8212）手机性能排行>,1,4,,800x480,233ppi,139x74.1x19mm,139,74.1,19,,2014年05月,2014,05,,,2930
MANN M3（全网通）参数,MANN手机,1163093,,,,,66.66,5,800万像素>普通级像素高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙212（MSM8909）更多高通 骁龙212（MSM8909）手机>，手机性能排行>,2,16,,1280x720,294ppi,142x72.8x13mm,142,72.8,13,,2017年01月>,2017,01,,,4000
创星S1（移动/联通2G）参数,创星手机,1261545,,1,,,19.43,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,222ppi,125x59x27mm,125,59,27,,2017年09月,2017,09,,,4000
MANN ZUG 3S（高配版/全网通）参数,MANN手机,1165359,,,,,44.21,4,800万像素>普通级像素高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙210（MSM8909）更多高通 骁龙210（MSM8909）手机>，手机性能排行>,2,16,,800x480,233ppi,139x74.1x19mm,139,74.1,19,,2017年02月>,2017,02,,,2930
MANN ZUG 3S（标准版/全网通）参数,MANN手机,1165361,,,,,44.21,4,800万像素>普通级像素高清像素手机>,1,800,,,,,200万像素>普通级像素高像素自拍手机>,1,200,,,,,高通,高通 骁龙210（MSM8909）更多高通 骁龙210（MSM8909）手机>，手机性能排行>,1,8,,800x480,233ppi,139x74.1x19mm,139,74.1,19,,2017年02月>,2017,02,,,2930
创星P20（全网通）参数,创星手机,1261618,,1,,1,19.43,5,200万像素普通级像素高清像素手机>,1,200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科手机性能排行>,联发科手机性能排行>,2,16,,320x240,222ppi,148.2x69x13.5mm,148.2,69,13.5,,2018年>,2018,,,,5000
创星R9C（电信2G）参数,创星手机,1261463,,1,,,24.38,1.5,,0,,,,,,,0,,,,,,,,,,,320x240,167ppi,118x45.6x6.5mm,118,45.6,6.5,,2017年11月,2017,11,,,800
创星F9（双4G）参数,创星手机,1283008,,1,,,38.47,2.8,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,143ppi,111.1x56.8x16.3mm,111.1,56.8,16.3,,2017年>,2017,,,,2080
创星8S（全网通）参数,创星手机,1261601,,1,,,19.43,2.4,200万像素普通级像素高清像素手机>,1,200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科手机性能排行>,联发科手机性能排行>,1,8,,320x240,222ppi,80x40x10mm,80,40,10,,2018年03月,2018,03,,,1600
创星X5（全网通）参数,创星手机,1230990,,,IP67,,54.52,5,1300万像素>高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,,,2,16,,1280x720,294ppi,158x80x17.5mm,158,80,17.5,,2017年>,2017,,,,4000
创星XS（2GB/16GB/全网通）参数,创星手机,1282988,,,,,58,3,500万像素普通级像素高清像素手机>,1,500,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MTK6737手机性能排行>,2,16,,854x480,327ppi,91x47x9.8mm,91,47,9.8,,2019年04月,2019,04,,,1580
创星9S（全网通）参数,创星手机,1261625,,,,,53.59,2.4,200万像素普通级像素高清像素手机>,1,200,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科手机性能排行>,联发科手机性能排行>,1,16,,480x320,240ppi,80x40x10mm,80,40,10,,2018年03月,2018,03,,,1600
创星S10（移动/联通2G）参数,创星手机,1231075,,,,,,2.2,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,256,512,,,,120.5x56.6x21.8mm,120.5,56.6,21.8,,2018年08月,2018,08,,,800
创星X20（全网通）参数,创星手机,1261592,,,,1,70.47,5.7,1200万像素+800万像素高清级像素高清像素手机>,2,1200,800,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,联发科手机性能排行>,联发科手机性能排行>,,,,1440x720,282ppi,157.8x75.4x8.2mm,157.8,75.4,8.2,,2018年04月,2018,04,,,2800
创星R11（电信2G）参数,创星手机,1261493,,,,,24.38,2,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,112x45x6.5mm,112,45,6.5,,2017年11月,2017,11,,,750
创星R9（移动/联通2G）参数,创星手机,1261581,,1,,,24.38,1.5,,0,,,,,,,0,,,,,,,,,,,320x240,167ppi,118x45.6x6.5mm,118,45.6,6.5,,2017年11月,2017,11,,,800
创星V3C（电信2G）参数,创星手机,1282996,,,,,58,1.8,,0,,,,,,,0,,,,,,联发科,联发科 MTK6737手机性能排行>,2,16,,854x480,327ppi,97.4x53x8.2mm,97.4,53,8.2,,2018年03月,2018,03,,,500
创星F9（电信4G）参数,创星手机,1283010,,1,,,38.47,2.8,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,143ppi,111.1x56.8x16.3mm,111.1,56.8,16.3,,2017年>,2017,,,,2080
创星V6（移动2G/联通2G）参数,创星手机,1261521,,1,,,19.43,1.5,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,222ppi,117x41x9mm,117,41,9,,2018年01月>,2018,01,,,800
创星S1C（电信2G）参数,创星手机,1261538,,1,,,19.43,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,222ppi,125x59x27mm,125,59,27,,2017年09月,2017,09,,,4000
创星S2（移动/联通2G）参数,创星手机,1231077,,,,,24.38,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,124x59x27mm,124,59,27,,2017年>,2017,,,,800
创星S8C（电信2G）参数,创星手机,1261557,,1,,,19.43,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,222ppi,135x58x25mm,135,58,25,,2018年03月,2018,03,,,5200
创星C1C（电信2G）参数,创星手机,1261478,,,,,24.38,2.2,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,150x40x15mm,150,40,15,,2017年>,2017,,,,1200
创星C1（移动2G/联通2G）参数,创星手机,1261469,,,,,24.38,2.2,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,,,,320x240,167ppi,150x40x15mm,150,40,15,,2017年>,2017,,,,1200
创星S9（移动/联通2G）参数,创星手机,1230992,,,IP67,,22.78,2.4,30万像素普通级像素高清像素手机>,1,30,,,,,,0,,,,,,,,2,16,,320x240,167ppi,135x58x25mm,135,58,25,,2018年>,2018,,,,5200
詹姆士R99腾龙版（小牛皮/全网通）参数,詹姆士手机,1251501,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,,,6,128,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,,2018年12月,2018,12,,,3100
詹姆士G20（鳄鱼皮高配/全网通）参数,詹姆士手机,1260430,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,高通,高通 骁龙手机性能排行>,6,256,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,前置指纹 ,2018年06月,2018,06,,,3100
詹姆士R99腾龙版（小鳄鱼皮/全网通）参数,詹姆士手机,1251512,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,,,6,256,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,,2018年12月,2018,12,,,3100
詹姆士R19 plus（全网通）参数,詹姆士手机,1260363,,1,,,66.35,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙820（MSM8996）更多高通 骁龙820（MSM8996）手机>，手机性能排行>,6,128,,1920x1080,424ppi,149x73x9.5mm,149,73,9.5,前置指纹 ,2017年06月,2017,06,,,3000
詹姆士G20（全网通）参数,詹姆士手机,1260420,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,高通,高通 骁龙手机性能排行>,6,128,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,前置指纹 ,2018年06月,2018,06,,,3100
詹姆士R19 Plus（巅峰版）参数,詹姆士手机,1205834,,,,,6.76,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙820（MSM8996）更多高通 骁龙820（MSM8996）手机>，手机性能排行>,6,128,,1920x1080,424ppi,149x73x9.5mm,149,73,9.5,,2018年>,2018,,,1,3000
创星V3（移动2G/联通2G）参数,创星手机,1261517,,,,,19.43,1.77,,0,,,,,,,0,,,,,,,,,,,320x240,222ppi,97.4x53x8.2mm,97.4,53,8.2,,2018年03月,2018,03,,,500
詹姆士R99君主版（小鳄鱼皮/全网通）参数,詹姆士手机,1251517,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,,,6,256,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,,2018年12月,2018,12,,,3100
詹姆士S100（高配版/全网通）参数,詹姆士手机,1260394,,,,,66.35,6,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙手机性能排行>,6,64,,2160x1080,424ppi,158.8x75.61x10.5mm,158.8,75.61,10.5,,2018年08月,2018,08,,,3980
詹姆士R19 plus（小鳄鱼皮/全网通）参数,詹姆士手机,1260417,,1,,,66.35,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙820（MSM8996）更多高通 骁龙820（MSM8996）手机>，手机性能排行>,6,128,,1920x1080,424ppi,149x73x9.5mm,149,73,9.5,前置指纹 ,2017年06月,2017,06,,,3000
詹姆士S100（全网通）参数,詹姆士手机,1260376,,,,,66.35,6,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙手机性能排行>,6,64,,2160x1080,424ppi,158.8x75.61x10.5mm,158.8,75.61,10.5,,2018年08月,2018,08,,,3980
詹姆士G20（高配版/全网通）参数,詹姆士手机,1260427,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,高通,高通 骁龙手机性能排行>,6,256,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,前置指纹 ,2018年06月,2018,06,,,3100
SOYES XS（2GB RAM/全网通）参数,索野手机,1263872,,1,,,,3,500万像素普通级像素高清像素手机>,1,500,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6737M手机性能排行>,2,16,1,854x480,,91×47×9.8mm,91,47,9.8,,2019年01月>,2019,01,,1,1580
詹姆士R19 plus（巅峰版/全网通）参数,詹姆士手机,1260370,,1,,,66.35,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙820（MSM8996）更多高通 骁龙820（MSM8996）手机>，手机性能排行>,6,128,,1920x1080,424ppi,149x73x9.5mm,149,73,9.5,前置指纹 ,2017年06月,2017,06,,,3000
詹姆士R99君主版（小牛皮/全网通）参数,詹姆士手机,1251524,,,,,66.35,5.2,双1300万像素高清级像素高清像素手机>,1,1300,,,,,1600万像素+500万像素高清级像素高像素自拍手机>,2,1600,500,,,,,,6,128,,1920x1080,424ppi,151.8x74x9.85mm,151.8,74,9.85,,2018年12月,2018,12,,,3100
SOYES J1参数,索野手机,1104212,,1,,,5.33,1,,0,,,,,,,0,,,,,,,,32,8,,,143ppi,88x55x4.8mm,88,55,4.8,,2015年12月>,2015,12,,,300
SOYES 7S（全网通）参数,索野手机,1263888,,,,,,2.54,500万像素普通级像素高清像素手机>,1,500,,,,,300万像素普通级像素高像素自拍手机>,1,300,,,,,联发科,联发科 MTK6580手机性能排行>,1,8,,240x432,,87×42×9.9mm,87,42,9.9,,2019年01月>,2019,01,,,600
SOYES S1参数,索野手机,401305,,1,,,,1,,0,,,,,,,0,,,,,,,,32,4,,,,88x55x6mm,88,55,6,,2014年04月,2014,04,,,280
詹姆士R19 plus（鳄鱼纹雅致版/全网通）参数,詹姆士手机,1260409,,1,,,66.35,5.2,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙820（MSM8996）更多高通 骁龙820（MSM8996）手机>，手机性能排行>,6,128,,1920x1080,424ppi,149x73x9.5mm,149,73,9.5,前置指纹 ,2017年06月,2017,06,,,3000
SOYES M1参数,索野手机,401302,,1,,,,1.3,,0,,,,,,,0,,,,,,,,32,,,,,105x51.5x6.5mm,105,51.5,6.5,,2015年05月>,2015,05,,,360
SOYES H3（移动/联通4G）参数,索野手机,1263896,,,,,,1.5,,0,,,,,,,0,,,,,,,,,,,240x320,,90×54×5.8mm,90,54,5.8,,2017年12月,2017,12,,,480
詹姆士S100（旗舰版/全网通）参数,詹姆士手机,1260386,,,,,66.35,6,1300万像素>高清级像素高清像素手机>,1,1300,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,高通,高通 骁龙手机性能排行>,6,128,,2160x1080,424ppi,158.8x75.61x10.5mm,158.8,75.61,10.5,,2018年08月,2018,08,,,3980
SOYES H1参数,索野手机,399529,,1,,,,1.3,,0,,,,,,,0,,,,,,,,32,4,,128x64,,88x55x5.2mm,88,55,5.2,,2015年01月>,2015,01,,,400
SOYES XS（3GB RAM/全网通）参数,索野手机,1263882,,1,,,,3,800万像素>普通级像素高清像素手机>,1,800,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6737M手机性能排行>,3,32,1,854x480,,91×47×9.8mm,91,47,9.8,,2019年01月>,2019,01,,1,1580
YotaPhone YOTA3（墨知版/全网通）参数,YotaPhone手机,1206365,,1,,,77.78,5.5,1200万像素>高清级像素高清像素手机>,1,1200,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,高通,高通 骁龙625（MSM8953）更多高通 骁龙625（MSM8953）手机>，手机性能排行>,4,64,,1920x1080,401ppi,153.6x75.2x7.9mm,153.6,75.2,7.9,前置指纹 ,2018年>,2018,,,1,3300
YotaPhone YOTA 3（标准版/全网通）参数,YotaPhone手机,401968,,1,,,77.78,5.5,1200万像素>高清级像素高清像素手机>,1,1200,,,,,1300万像素>高清级像素高像素自拍手机>,1,1300,,,,,高通,高通 骁龙625（MSM8953）更多高通 骁龙625（MSM8953）手机>，手机性能排行>,4,64,,1920x1080,401ppi,153.6x75.2x7.9mm,153.6,75.2,7.9,前置指纹 ,2017年11月,2017,11,,1,3300
欧奇P6 Pro（4GB/64GB/全网通）参数,欧奇手机,1273659,,,,1,,5.5,1600万像素>高清级像素高清像素手机>,1,1600,,,,,800万像素>普通级像素高像素自拍手机>,1,800,,,,,,,4,64,,1080x1920,401ppi,161x77.8x11mm,161,77.8,11,,2017年11月,2017,11,,,10000
欧奇P10（2GB/16GB/全网通）参数,欧奇手机,1273616,,,,1,76.51,5.7,双1300万像素高清级像素高清像素手机>,1,1300,,,,,500万像素>普通级像素高像素自拍手机>,1,500,,,,,联发科,联发科 MT6582M手机性能排行>,2,16,1,1440x720,282ppi,153.7x71.3x10.7mm,153.7,71.3,10.7,,2018年01月>,2018,01,,,4000
